,카테고리,회사명,대표자명,주소,홈페이지,전화번호,팩스번호,업종,설립일,lat,lng
58,육류,미트엠트레이딩,한광복,경기도 용인시 기흥구 고매동 548,www.meataem.com,031-282-2177,031-287-2176,육류 도매업,2002-07-26,37.228325,127.1046221
59,육류,미트올,박순광,서울특별시 성동구 청계천로10다길 19 (마장동),,02-2297-8662, ,육류 도매업,2011-07-01,37.5695326,127.0344354
60,육류,미트웨이브,유지원,"서울특별시 성동구 청계천로10가길 72-37 (마장동), 1층",,02-421-5885, ,육류 도매업,2002-01-23,37.5713931,127.0368552
61,육류,미트이노베이션,이용진,"경기도 용인시 기흥구 공세로 16 (고매동), 2층 5호",,031-281-1220,031-285-1223,육류 도매업,2018-06-07,37.228749,127.1031637
62,육류,미트카운티,이수환,"서울특별시 성동구 고산자로 253 (도선동, 다남매Tower) 1101호",,0222826881,0222996882,육류 도매업,2012-03-23,37.5630927,127.0335893
63,육류,미트패밀리,김민호,경기도 광명시 밤일안로14번길 9 (하안동),,02-866-4791,02-866-4795,육류 도매업,2005-07-01,37.4551646,126.8653501
64,육류,미트플러스,김정훈,부산광역시 부산진구 동평로405번길 63 (양정동),,07074341825, ,육류 도매업,2012-05-16,35.176391,129.0711811
65,육류,백두대간영농조합법인,김도영,"강원도 강릉시 정원로 54 (교동, 주니어타운 9층)",,033-644-4467,033-644-1944,육류 도매업,2004-08-26,37.7624741,128.8759246
66,육류,베스트미트,박성원,서울특별시 성동구 마장로33길 73 그린빌딩 201호,,02-2281-1181,02-2281-6593,육류 도매업,2000-08-08,37.5712383,127.0397038
67,육류,보담,이승수,"강원도 원주시 저금어지길 456 (가현동, 강원엘피씨)",,070-5003-6505,033-644-1944,육류 도매업,1996-08-17,37.3907815,127.9345767
68,육류,보보스미트트레이딩,김영태,서울특별시 성동구 마장로33길 73 동호빌딩 1층 (마장동),,02-2291-4791,02-2299-4791,육류 도매업,2004-01-27,37.5712383,127.0397038
69,육류,보성패션,임동신,부산광역시 부산진구 범천1동 839-12,,051-643-2411,051-632-2591,육류 도매업,1989-07-01,35.145525,129.0601475
70,육류,부강에프에스,홍기훈,"경기도 용인시 기흥구 동탄기흥로 776 (고매동, 강동냉장)",,010-3265-1213,02-3443-4302,육류 도매업,2013-05-21,37.2275075,127.1032869
71,육류,부민축산,"고인성, 김성태",부산광역시 사상구 사상로565번길 19 (모라동),,051-992-0407,051-992-0406,육류 도매업,2015-07-01,35.1945467,128.9891077
72,육류,블랙쎄븐,이상수,경기도 용인시 기흥구 기흥단지로136번길 25-10,,031-275-3035, ,육류 도매업,2009-07-01,37.2237128,127.1128544
73,육류,비앤피아이앤씨,조학철,서울특별시 강남구 역삼동 837-11 유니온센타 1610호,,02-553-6130,02-553-6132,육류 도매업,2011-03-02,37.4910282,127.0316127
74,육류,비에프인터내셔날,김태형,경기도 성남시 수정구 신촌로 37 (신촌동),,02-412-2582,031-752-2584,육류 도매업,2004-11-03,37.4592257,127.1033163
75,육류,사세,김광선,"충청북도 진천군 덕산면 산수산단3로 11 (산수리, (주)사세)",,031-340-3018,031-624-5692,육류 도매업,1997-09-01,36.8824152,127.509247
76,육류,서던퍼시픽,김중인,부산광역시 부산진구 부전동 474-80 유원빌딩1110호,,051-817-3727,051-816-9081,육류 도매업,1997-01-06,35.159439,129.0555717
77,육류,선영축산농업회사법인,김현애,부산광역시 사상구 모라로 39 (모라동)  (주)선영축산농업회사법인,pabcd0308.hanmail.net,051-302-7771,051-305-3074,육류 도매업,2002-01-01,35.0835319,128.978289
78,육류,선우프레시,"조민호, 조제효","경기도 성남시 분당구 미금일로90번길 36-9 (구미동, 앵거스박빌딩) 5층 일부",,15775259,0234711558,육류 도매업,2011-12-08,37.3493226,127.1108126
79,육류,선화기업,김기봉,"서울특별시 성동구 고산자로 302 202호(마장동, 금천빌딩)",,02-2298-4503,02-2298-8294,육류 도매업,2010-07-19,37.5665959,127.0369819
80,육류,성림미트앤푸드,이덕제,서울특별시 용산구 주성동 39-1,www.readytocook.co.kr,02-790-5319,02-749-5311,육류 도매업,1996-08-01,37.522345,126.9993474
81,육류,성우무역,박우영,서울특별시 서초구 강남대로 433 (서초동) 성우빌딩 5층,,02-533-5640,02-533-5642,육류 도매업,2012-09-06,37.5010214,127.0256159
82,육류,성파,서운석,서울특별시 송파구 잠실동 35 트리지움 342동 2203호,,025991311,025996226,육류 도매업,1996-01-15,37.5098873,127.0895702
83,육류,세중,강용수,경기도 광주시 진토길 13 (목동),www.se-joong.kr,0317976200,0317976230,육류 도매업,2009-03-20,37.38212559999999,127.2141651
84,육류,수월한,임상훈,경상북도 문경시 신기산단2길 21 (신기동),,0539648166, ,육류 도매업,2013-06-17,36.642689,128.1816609
85,육류,시티유통,노호준,경기도 용인시 구성읍상하리 351,,031-282-0348,031-281-7445,육류 도매업,2003-08-29,37.2938155,127.137319
86,육류,신돈축산유통,윤경자,"경기도 안산시 단원구 만해로169번길 34 (신길동, 주식회사신돈축산유통)",,031-432-9241,031-432-9242,육류 도매업,2018-08-01,37.3261755,126.7596015
87,육류,신성유통,정웅연,경기도 수원시 권선구 권선동 1025-4,,031-235-5212,031-235-5211,육류 도매업,2001-01-02,37.2577629,127.0310047
88,육류,심우식품,"한운행, 한문갑",경상남도 김해시 분성로172번길 19 (외동),,051-301-9394,051-301-9390,육류 도매업,1998-09-10,35.22880200000001,128.8662561
89,육류,쎄븐,이상수,경기도 용인시 기흥구 고매동 518-8,www.sevengm.com,031-754-6660,031-754-6668,육류 도매업,2000-08-28,37.22504199999999,127.1020956
90,육류,쎄븐푸드,이상수,경기도 용인시 기흥구 동탄기흥로 748 3층(고매동),,031-285-0530, ,육류 도매업,2006-01-20,37.22504199999999,127.1020956
91,육류,씨앤케이무역,최흥진,인천광역시 서구 소담1로 36,,032-710-2065,032-577-02045,육류 도매업,2016-02-04,37.6111206,126.6305016
92,육류,아이델리,문병창,서울특별시 영등포구 영등포동 7가 94 - 46,www.ideli.co.kr,(02) 2678 - 7511,(02) 678 - 8701,육류 도매업,1994-12-07,37.5257254,126.9094017
93,육류,애그미트,진용구,경기도 성남시 분당구 대왕판교로 279 (궁내동),,031-717-1166,031-719-1166,육류 도매업,1998-11-02,37.3710493,127.1016425
94,육류,에스더블유컴퍼니,오희재,서울특별시 금천구 남부순환로112길 35 101 (가산동),,02-868-4791,02-866-4795,육류 도매업,2009-11-10,37.4773794,126.8940838
95,육류,에이스푸드림,강경성,경기도 시흥시 금오로190번길 48-5 (무지내동),,031-503-2500,031-503-2508,육류 도매업,2013-04-30,37.4232027,126.840335
96,육류,에이젯시스템,박정운,광주광역시 광산구 사암로 860-10 (도천동),,062-962-0300,062-962-0311,육류 도매업,2006-01-01,35.2131402,126.819891
97,육류,에이젯푸드,최중원,부산광역시 북구 사상로583번길 6 (구포동),,051)303-4464,051)301-4406,육류 도매업,1999-04-29,35.1964364,128.9901964
98,육류,에프엔프레시,최석문,"서울특별시 마포구 월드컵북로 396 (상암동, 누리꿈스퀘어) 16층",www.fnfresh.co.kr,02-3152-8088,02-6351-8088,육류 도매업,2017-05-31,37.5796548,126.8900812
99,육류,엔에스에프서울,최세현,"경기도 성남시 수정구 위례광장로 21-9 3010호 (창곡동, 위례우남역KCC웰츠타워)",,031-778-8977,031-778-8978,육류 도매업,2019-03-01,37.4652929,127.1401811
100,육류,엔에이치프라임미트,김동국,서울특별시 강남구 선릉로 616 드림타운1차 2층 (삼성동),,02-554-6062,02-554-6015,육류 도매업,2009-03-24,37.5118646,127.0435795
101,육류,오케이미트,홍승수,서울특별시 강남구 강남대로58길 42 오케이빌딩(도곡동),okmeat.com,02-3443-0053,02-3443-3090,육류 도매업,2000-06-09,37.49008810000001,127.0356408
102,육류,와가무역,유창우,"서울특별시 강남구 강남대로58길 42 1층(도곡동, 오케이빌딩)",,02-540-6588,02-540-6590,육류 도매업,2006-03-21,37.49008810000001,127.0356408
103,육류,와이엠케이에프앤비,김민정,"서울특별시 영등포구 국회대로 786 (여의도동, B&B타워) 10층",,02-786-7700,02-786-7501,육류 도매업,2015-01-20,37.5302992,126.9195773
104,육류,우성물류,김윤권,서울특별시 서초구 서초4동 1305-6 성우빌딩 4층,해당사항없음,(02)3482-3701,(02)3482-3702,육류 도매업,1965-03-26,37.49609969999999,127.0204674
105,육류,우진미트,김홍수,"경기도 성남시 분당구 정자일로 1 (금곡동, 코오롱트리폴리스1) C동 2611호",,0317284486,0317284499,육류 도매업,2019-07-19,37.35073,127.105435
106,육류,위드유컴퍼니,최용석,"서울특별시 성동구 청계천로10가길 76 (마장동, 위드유빌딩)",,070-4105-8501,02-2299-8501,육류 도매업,2015-03-24,37.5713081,127.0361602
107,육류,유토인터내셔날,김학진,경기도 광주시 초월읍 경충대로1127번길 43 (쌍동리) 306호,,0234441193,0234441194,육류 도매업,2009-10-08,37.37701089999999,127.2912395
108,육류,육대장,"이진수, 최형욱",서울특별시 마포구 양화로 164 유림빌딩 10층 (동교동),,02-334-4570,02-334-4560,육류 도매업,2013-01-25,37.5565333,126.9240596
109,육류,은복프라임미트,남명철,광주광역시 북구 저불로39번길 23 (용봉동),,062)5286600,062)5286608,육류 도매업,2002-04-25,35.1780282,126.8925194
110,육류,장나라미트,남필현,"서울특별시 강남구 봉은사로 129 (논현동, 거평타운) 412",,02-515-6441,02-546-6441,육류 도매업,2010-02-01,37.5060709,127.0281608
111,육류,장스푸드,장조웅,"서울특별시 서초구 매헌로 40 (양재동, (주)장스푸드60계)",,02-6213-0192, ,육류 도매업,2015-05-01,37.4644691,127.0344901
112,육류,정성과친절,김복래,"서울특별시 성동구 무학로14길 27 B01호 (하왕십리동, JC빌딩)",,02-2299-9915,02-2299-4005,육류 도매업,2004-12-15,37.56833170000001,127.0331569
113,육류,정성미트앤푸드,곽영임,서울특별시 성동구 마조로16길 23 1층 (마장동),,070-7599-2825, ,육류 도매업,2019-05-16,37.56513169999999,127.0438316
114,육류,정원프로비전스,서승찬,"서울특별시 성동구 고산자로 284 307호 일부 (행당동, 성동샤르망)",www.jwpro.co.kr/,02-2282-0912,070-5168-3330,육류 도매업,2014-11-28,37.5649229,127.0368108
115,육류,제니스미트,김봉중,경기도 광주시 초월읍 동막골길 23 (선동리)  2층,,031-762-9111,031-762-3175,육류 도매업,2009-11-19,37.3774356,127.3195925
116,육류,제니스유통,이광석,경기도 광주 초월 선동 251,WWW.ZENITH CO. KR,031-762-9111,031-762-9110,육류 도매업,1992-11-24,37.5781733,127.1771615
117,육류,제이케이미트코퍼레이션,장봉근,"서울특별시 광진구 아차산로78길 44 (광장동, 크레스코빌딩)",,02-452-2325, ,육류 도매업,2012-12-01,37.5529276,127.1099154
118,육류,제프바이오,윤상호,경기도 파주시 광탄면 마장리 78-10,www.etamra.co.kr,064-725-8700,064-725-8704,육류 도매업,2006-03-23,37.7687457,126.8861293
119,육류,착한고기,김재욱,경기도 화성시 팔탄면 구장리 515-11,,031-8059-2464,031-8059-4330,육류 도매업,2009-07-28,37.1587916,126.9001082
120,육류,청송축산유통,안정수,서울특별시 성동구 고산자로22길 4 (마장동),,02-2299-2438, ,육류 도매업,1999-06-26,37.5652741,127.0468957
121,육류,초록뱀푸드팜,김세연,"서울특별시 영등포구 여의대로 24 50층(여의도동, 전국경제인연합회회관)",www.chorokbaemfoodfarm.com,02-566-2055,02-566-2056,육류 도매업,2014-12-16,37.5221896,126.9202562
122,육류,총체보리한우유통사업단,박삼수,경기도 시흥시 방산동 128,,031-313-6684,031-312-6684,육류 도매업,2006-12-01,37.4275387,126.7782105
123,육류,캐틀팜,김성식,"서울특별시 서초구 바우뫼로 130 (양재동, 한도빌딩) 402호",,02-2294-9292,02-2294-9196,육류 도매업,2010-03-10,37.4756556,127.0354009
124,육류,컨슈머패키지커머스,김우영,"서울특별시 중구 통일로 86 (순화동, 바비엥3) 704호",https://www.cpfoods.co.kr,02-318-3470,02-2138-3422,육류 도매업,2017-12-21,37.5631121,126.9696446
125,육류,케이미트광주,오중석,광주광역시 광산구 비아로135번길 8-10,,062-973-8031, ,육류 도매업,2009-09-14,35.2228243,126.8195764
126,육류,케이미트선왕,최보근,"서울특별시 동작구 노들로2길 44 (노량진동, 케이미트)",,02-2102-4552,02-816-0901,육류 도매업,2009-08-03,37.5145952,126.934784
127,육류,케이미트에프앤비,이헌기,경기도 광주시 과수원길27번길 28 (경안동),,01052838760, ,육류 도매업,2020-06-17,37.4112995,127.2485382
128,육류,케이엠에스이엔씨,이풍우,서울특별시 강남구 삼성동 143-48 대종빌딩 806호,,02-564-7197,02-564-7393,육류 도매업,2001-08-16,37.5066225,127.0544959
129,육류,케이엠에스패밀리,문말수,서울특별시 강남구 봉은사로68길 41 (삼성동) 4층,,02-2295-6078,02-2295-6079,육류 도매업,2018-01-29,37.5096333,127.0519348
130,육류,케이와이푸드,오상택,"서울특별시 송파구 송파대로34길 35 3층(송파동, (주)멕시카나빌딩)",www.cthome.co.kr,02-3433-1871,02-3433-1870,육류 도매업,2007-05-03,37.4992677,127.1159024
131,육류,케이원통상,김장수,"인천광역시 연수구 컨벤시아대로42번길 8 (송도동, 송도코오롱더프라우1단지) 102동 309호",,032-584-8511, ,육류 도매업,2020-12-28,37.3987622,126.6522027
132,육류,케이티미트,김현철,"서울특별시 성동구 고산자로 302 (마장동, 금천빌딩 204)",,070-7538-8443,02-2293-7775,육류 도매업,2012-05-20,37.5665959,127.0369819
133,육류,케이티에이치아시아,김태희,"서울특별시 송파구 새말로5길 4-16 (문정동, 3층)",,02-400-0033,02-400-0013,육류 도매업,2011-01-20,37.4830988,127.1255813
134,육류,코리아푸드,백현,경기도 용인시 기흥구 공세로 126-1 (공세동),www.banhanu.com,031-284-3733,031-629-7852,육류 도매업,2011-07-01,37.2357162,127.108906
135,육류,탑앤탑미트,김준형,대전광역시 대덕구 대전로1158번길 17 (오정동),,042-637-2058,042-637-2059,육류 도매업,2012-01-01,36.3578145,127.4162498
136,육류,태우그린푸드,조규근,서울특별시 성동구 마장동 470-7,,02-2296-6761,02-2295-9966,육류 도매업,2006-01-01,37.5712871,127.0373188
137,육류,태원트레이드,김연포,서울특별시 성동구 마장동 517 (동방빌딩 403호),,02-2291-3929,02-2291-3922,육류 도매업,2007-05-10,37.5662588,127.0371155
138,육류,태진인터내셔날,박선홍,서울특별시 성동구 마장동 517 (동방빌딩 407호),,02-2299-3929,02-2299-3922,육류 도매업,2010-06-29,37.5662588,127.0371155
139,육류,토실배기,문익관,"서울특별시 양천구 목동 771-30 2,3층",,02-2652-5151,02-2652-0663,육류 도매업,2003-09-17,37.534414,126.868958
140,육류,트리플케이미트,박태호,"서울특별시 강동구 천호대로 1089 (천호동, 강동헤르셔) 2001호",,02)476-3487,02)477-3487,육류 도매업,2018-01-02,37.538274,127.14567
141,육류,티엠케이,김범수,경기도 하남시 감북동 412-3,,02-475-9256,02-475-7234,육류 도매업,1998-10-01,37.5175333,127.1486049
142,육류,팬텀트레이딩,김재영,"경기도 성남시 분당구 정자일로 158 제5층 502호(정자동, 백궁프라자2)",,031-717-0597,031-717-0598,육류 도매업,2013-12-01,37.3652561,127.106296
143,육류,퍼니베스트,김인곤,서울특별시 성동구 옥수동 218-1 영도캐피탈 1층,www.funivest.com,02-2297-9696,02-2297-5543,육류 도매업,2001-07-11,37.5406806,127.0130618
144,육류,펜플,이정훈,서울특별시 송파구 중대로12길 6 2층(가락동),,02-6472-5504,02-508-1888,육류 도매업,2011-11-21,37.4940172,127.1229834
145,육류,푸디버스,강원호 외 1명,"서울특별시 성동구 고산자로 300 (마장동, 동방빌딩) 405호",,02-2299-8911,02-2299-8910,육류 도매업,2012-04-05,37.5662588,127.0371155
146,육류,피지엠인터내셔날,주동우,대구광역시 동구 효목동 1060,,02-782-1782,02-782-1783,육류 도매업,2001-08-24,35.88104209999999,128.6514172
147,육류,필봉프라임엔터테인먼트,김성곤,서울특별시 송파구 문정동 70-5,phillbong.co.kr,02-443-4940,02-449-3688,육류 도매업,1997-02-20,37.4830988,127.1255813
148,육류,하나프라임,김성현,"경기도 용인시 수지구 신수로 767 (동천동, 분당수지U-TOWER) A동 1605호",,0318899227,0312650949,육류 도매업,2006-02-20,37.3382154,127.1018757
149,육류,하누산업,김동세,서울특별시 서초구 서초동 1624-1 영빌딩 6층,hanoo2000.co.kr,02)581-1818,02)581-3497,육류 도매업,2000-01-24,37.4882369,127.0148969
150,육류,하림유통,정삼모,"전라북도 익산시 낭산면 진북로 701 (낭산리, (주)하림유통)",,063-861-9245,0303-0958-9246,육류 도매업,2011-01-01,36.0630994,127.0283976
151,육류,하이랜드푸드,"서용욱, 윤영미",서울특별시 강동구 풍성로 235 하이랜드빌딩,,02-6423-3700,02-6008-0951,육류 도매업,2001-10-15,37.528626,127.1378905
152,육류,한결엘에스,김희수,경기도 광주시 오포읍 고산리 324-2,www.hangyulls.com,02-563-5448,02-563-5449,육류 도매업,1995-08-04,37.3714055,127.2276351
153,육류,한국얼로드,여원종,서울특별시 송파구 가락2동 137번지 5호,,02-3401-2777,02-3401-1820,육류 도매업,1993-04-17,37.4958177,127.1305993
154,육류,한울맘,김신곤,경상남도 창녕군 대지면 경남대로 4897-51 (효정리),,055-533-9133,055-533-2010,육류 도매업,1999-08-20,35.5573747,128.4806569
